description|labelGeneric
À Damis qui l'écoutait avidement, et qui ne l'écoute plus.|toward
À Baliveau.|toward
À Damis.|toward
À un valet.|toward
À part.|aparte
À Baliveau.|toward
Elle sort.|exit
Bas.|delivery
À Damis.|toward
À Lucile.|toward
À Conine.|toward
À Pine.|toward
Elle sort.|exit
À Tetasse.|toward
À Conille.|toward
À Vasta.|toward
Les prêtresses commencent le ballet, seules, et font l'exercice du godmiché ; elles sont interrompues par les guerriers, qui forment avec elles les trente-deux postures de l'Arétin, et le pas de deux de la viole d'amour.|narration
VERS|music
VERS.|music
Il tire un bonnet de linge qu'il met sur sa tète.|object
Le théâtre représente le jardin d'un château fort ; il se termine dans le fond par le fossé, et à droite (1) par un mur épais, dans lequel est une petite porte qui donne de plein-pied dans la campagne. À gauche on aperçoit le dernier corps-de-logis d'un château gothique surmonté de tourelles. Du même côté, sur le devant, une arcade ruinée, au-dessous de laquelle est un berceau de verdure. Dans le lointain, la campagne. (1) Toutes les indications qu'on trouvera dans le cours de cette pièce doivent être prises relativement aux spectateurs.|setting
Il s'éloigne.|movement
À part.|aparte
Elle sort.|exit
Ils s'embrassent.|interaction
Il montre celle de droite.|action
Il s'avance vers la petite porte, mais à peine est elle ouverte, qu'un homme bien armé s'y présente, et entre d'un air déterminé.|movement
Haut.|delivery
Il sort.|exit
À part.|aparte
Elle sort.|exit
À part.|aparte
La troupe défile et se retire ayant à sa tête Victor et Valentin.|movement
Le théâtre représente une cour intérieure du château dont on voit à droite la façade gothique. Au-dessus de la porte d'entrée est une espèce de plate-forme entourée d'une balustrade. Plus loin, du même côté, une vieille tour qui communique à la plate-forme par une petite porte. Toute la gauche est occupée par un rempart élevé, dans le milieu duquel est placée la porte principale, et en avant le pont-levis le mur qui borde le fossé s'étend d'un côté à l'autre et occupe tout le fond. Il n'est pas tellement élevé qu'il empêche de voir la campagne. Au lever du rideau tout est dans la plus grande activité. Les soldats du Baron sont occupés à placer sur le rempart du fond des canons, des tonneaux de poudre, des munitions de toute espèce. Valentin passe en revue une partie de sa troupe, place les sentinelles et fait toutes les dispositions nécessaires pour soutenir le siège.|setting
Ils se retirent.|exit
En désignant celle de droite.|action
À Madame Germain.|toward
Victor et Clémence s'embrassent.|interaction
Tous, excepté Victor, rentrent dans le château.|exit
Tout le monde sort.|exit
À part.|aparte
Il l'entraîne.|interaction
Il l'entraîne de nouveau.|interaction
Au Baron.|toward
Le théâtre représente un lieu sauvage où est assis le camp des Indépendants. À gauche, sur le devant, est une espèce de tente pour Roger, formée par une draperie suspendue à des arbres. Dans le fond plusieurs arcades taillées dons le roc et qui paraissent servir d'entrée à des souterrains. Au-dessus des rochers un bois dans lequel on a placé des sentinelles. Le vaste intervalle qui est entre la tente et les souterrains, est occupé par des groupes de brigands dont les uns dorment, les autres boivent, jouent, etc.|setting
On entend dans le lointain une marche militaire.|music
Roger sort.|exit
Il se fait un grand bruit en-dehors.|narration
À ses officiers.|toward
Tout le monde se retire.|exit
À Victor.|toward
À Victor.|toward
À l'officier.|toward
Au Baron.|toward
Le théâtre représente l'appartement de la Comtesse, avec un Cabinet à la droite des Spectateurs.|setting
Elle sort.|exit
Il veut l'embrasser.|interaction
Il sort.|exit
À Marton.|toward
[À Léveillé.]|toward
Il se jette à ses genoux.|action
Elle sonne.|action
Elle sort.|exit
Elle sort.|exit
Il remplit le verre.|action
Haut.|delivery
Il sort.|exit
Haut.|delivery
Il veut l'embrasser.|interaction
Il sort.|exit
Au Chevalier.|toward
Haut.|delivery
Haut.|delivery
La Comtesse tombe dans un fauteuil.|action
Haut.|delivery
Il sonne.|action
Il rit bêtement.|delivery
Haut.|delivery
Il le bat.|aggression
Haut.|delivery
À Alcmène.|toward
Alcmène sort.|exit
À Sosie.|toward
À Alcmène.|toward
À Alcmène.|toward
À Alcmène.|toward
À Alcmène.|toward
À Alcmène.|toward
Il sort.|exit
Il sort.|exit
Il veut l'embrasser.|interaction
À part.|aparte
Sosie sort.|exit
Il lui jette une tuile.|object
À part.|aparte
Il rentre.|exit
À Blépharon.|toward
À part.|aparte
À Sosie.|toward
Il le bat.|aggression
Il bat Sosie.|aggression
À Sosie.|toward
Montrant Amphitryon.|action
Montrant Jupiter.|action
Montrant Amphitryon.|action
Montrant Jupiter.|action
Il le frappe.|aggression
Il le bat.|aggression
À Amphitryon.|toward
À Amphitryon.|toward
Il sort.|exit
Il sort.|exit
Apercevant Amphitryon.|action
À part.|aparte
Il sort.|exit
À Staphyla.|toward
Staphyla rentre.|exit
Elle sort.|exit
Il sort.|exit
Haut.|delivery
Haut.|delivery
Il entend des coups de pioche.|narration
Il sort.|exit
Euclion revient.|movement
Il sort.|exit
Staphyla vient.|entrance
Il sort.|exit
Ils entrent.|exit
Il sort.|exit
Il entre dans la maison.|exit
Il entre dans la maison.|exit
Il le bat.|aggression
Il rentre.|exit
Il sort.|exit
Il sort.|exit
À part.|aparte
À part.|aparte
Haut.|delivery
Il sort.|exit
Il sort.|exit
Elle sort.|exit
Il sort.|exit
Il sort.|exit
Il sort.|exit
À Lyconide.|toward
Apercevant Cléostrate.|action
Haut.|delivery
Elle sort.|exit
Haut.|delivery
Il sort.|exit
À Olympion.|toward
À Cléostrate et à Chalinus.|toward
Montrant Olympion.|action
Montrant Olympion.|action
À Olympion.|toward
Montrant Olympion.|action
À Olympion.|toward
Montrant Chalinus.|action
Elle montre Olympion.|action
À Cléoslrate.|toward
Elle sort.|exit
Ils sortent.|exit
Montrant Olympion.|action
Ils sortent.|exit
Il sort.|exit
À part.|aparte
Elle sort.|exit
Il sort.|exit
Montrant les cuisiniers.|action
Ils entrent dans la maison.|exit
Elles rentrent.|exit
Ils entrent dans la maison d'Alcésime.|exit
Elle sort.|exit
À Anténor.|toward
À part.|aparte
Il sort.|exit
Hersile se retire.|exit
À Anténor.|toward
Ils sortent.|exit
Aux Chefs.|toward
Il sort.|exit
Il sort.|exit
À la Reine.|toward
À Penthésilée.|toward
À Arcas.|toward
Il se précipite sur son épée.|aggression
Le théâtre représente un salon de compagnie, où se trouvent des sièges, un canapé, un métier de tapisserie, des tables de jeu, des livres de musique, une guitare, etc.|setting
Il tire sa montre.|action
À Lisidor.|toward
Lucile sort.|exit
À Lisidor.|toward
Lisette sort.|exit
Lisette sort.|exit
À Lisidor.|toward
À Lisidor.|toward
Il sort.|exit
En montrant Lisidor.|action
À Damon.|toward
Les portes s'ouvrent ; les deux femmes entrent d'abord. Ismène s'appuie sur le bras de l'Abbé. Lisidor va au devant de Lucile qui suit avec Lisette.|action
Les Domestiques préparent des sièges.|setting
Haut.|delivery
On s'assied.|action
Lisette sort.|exit
Air : Noté à la fin.|music
À Araminte.|toward
À Ismène.|toward
À Cidalise.|toward
À Lucile.|toward
Aux hommes.|toward
Il sort.|exit
Haut.|delivery
On dispose la table.|setting
Il sort.|exit
La table est à la gauche du théâtre.|setting
Le Marquis entre.|entrance
À Lisidor.|toward
Il tire différentes choses de sa poche, enfin un sac à ouvrage.|action
Aux femmes.|toward
Elle sort avec Lisette.|exit
À part.|aparte
Air : Non, je n'en ferai rien.|music
Air : Ton humeur est, Catherine.|music
Air : Menuet de Grandval.|music
Air : La bonne aventure.|music
Air : Mais comment ses yeux sont humides.|music
Air : Du Prévôt des Marchands.|music
Air : Je n'y puis rien comprendre.|music
À part.|aparte
Air : Ma raison s'en va bon train.|music
bis.|music
Air : Ne Vlà-t-il pas que j'aime.|music
Air : C'est Mademoiselle Manon.|music
Air : À la façon de Barbary.|music
Air : De tous les Capucins du monde.|music
Air : La béquille du Père Barnaba.|music
Air : N°I. Printemps dans nos bocages.|music
Air : La beauté sauvage.|music
Air : L'amant frivole et volage.|music
Air : Dans un bois solitaire et sombre.|music
Air : Pour passer doucement la vie.|music
Air : Réveillez-vous, belle endormie.|music
Air : N°2. Marche des Satyres de l'Opéra.|music
Air : Or écoutez petits et grands.|music
On entend un grand bruit.|narration
Air : La pierre sitoise.|music
Air : Que craignez-vous, charmante Reine.|music
bis.|music
Air : Reçois dans ton galetas.|music
Air : Quand un tendron vient en ces lieux.|music
Air : Sous un Ormeau.|music
Air : Des petits ballets. N°3.|music
Air : Pour soumettre mon âme.|music
Air : Si des Galants de la Ville.|music
Bis.|music
Air : Entre l'amour et la raison.|music
Air : Tout roule aujourd'hui dans le monde.|music
Air : Allons gay.|music
Air : Ceci fort peu m'embarrasse.|music
Air : Tambour d'amour.|music
Les Francs-Maçons sortent conduits par les deux surveillants.|exit
Air : Que chacun de nous se livre.|music
Air : Mais comment ses yeux font humides.|music
La suite d'Hortense sort.|exit
Air : Madame en vérité.|music
Menuet d'Hésione.|music
Air : J'aime une ingrate beauté.|music
Air : Les favoris de la gloire.|music
Air : Ture lure.|music
Air : Ce ruisseau, qui dans la plaine.|music
bis.|music
Air : J'aime une jeune Brunette.|music
Air : À notre bonheur l'Amour préside.|music
Air : Tout parle amour.|music
Air : Babet que t'es gentille.|music
bis.|music
Air : Bouchés Naïades vos fontaines.|music
Air : À l'ombre de ce vert bocage.|music
On entend du bruit.|narration
Air : Ô vous puissant Jupin.|music
Air : Comme vla qu'est fait.|music
À sa suite.|toward
Les femmes donnent aux hommes des noeuds d'épée etc.|object
Air : De tout temps le jardinage.|music
Air : La Bourgogne.|music
Air : De tous les Capucins du monde.|music
Ici Polichinelle quitte la Pratique.|object
Monsieur Sapin et Monsieur Fagot sortent ; et Polichinelle les suit.|exit
Apercevant Polichinelle.|action
Elle sort.|exit
Il frappe Arlequin.|aggression
Arlequin frappe à la porte de Polichinelle.|action
Polichinelle se bat avec Gille et Arlequin, et les met hors de combat.|aggression
Apercevant Dame Gigogne.|action
II|music
III|music
IV|music
V|music
Elle continue naturellement.|delivery
Elle chante.|delivery
Le Chevalier veut parler et se tait.|delivery
La Comtesse continue en chantant ce passage de Roland : J'aimerai toujours mon Berger.|delivery
Elle chante.|delivery
Haut.|delivery
En chantant.|delivery
Ils s'asseyent tous, excepté l'Actrice et l'Abbé.|action
À Frontin.|toward
Il sort.|exit
Seul.|aparte
À Éraste.|toward
Il lit.|action
LETTRE.|music
Il continue de lire.|delivery
Lui tirant le bras.|interaction
Le Théâtre représente les avenues du Palais de Pluton.|setting
La Haine et l'Envie s'embrassent, en rechignant.|interaction
Marille rentre.|exit
Il tient le bras de Beline, croyant tenir celui de la Malade.|interaction
Il rentre.|exit
Elle rentre.|exit
Il regarde sa montre avec empressement.|action
Il donne la bague.|object
Il se donne en hâte un coup de peigne.|object
Haut.|delivery
Haut.|delivery
Il la frappe|aggression
Il la frappe.|aggression
Il la frappe.|aggression
À Tamarin.|toward
Tamarin tire un billet.|action
À Colin.|toward
Bonhumain sort avec la Mère Bazu, le Chevalier et Tamarin.|exit
Il sort avec la Mère Bazu, Tamarin et Colin.|exit
Bonhumain sort avec la Mère Bazu, le Chevalier et Colin.|exit
Ils sortent tous, excepté Babet.|exit
VAUDEVILLE.|music
Une salle d'auberge.|setting
À mademoiselle de Brie.|toward
Alain sort.|exit
Tous sortent excepté Molière.|exit
Alain sort.|exit
Ils sortent.|exit
Il appelle.|delivery
À Mademoiselle de Brie.|toward
À Mademoiselle Béjart et à Béjart.|toward
Molière sort.|exit
À Mademoiselle de Brie.|toward
Il approche un peu son siège.|movement
Il le pose sur un meuble.|interaction
À purgon.|toward
Tous se lèvent de table.|action
Ils sortent.|exit
À part.|aparte
À lui-même.|toward
À lui-même.|toward
À lui-même.|toward
À Molière.|toward
À lui-même.|toward
Apercevant Monsieur Dimanche.|action
Apercevant Monsieur Dimanche.|action
Duparc ôte le mouchoir et tourne le chapeau de façon à montrer à ses camarades ce qui est dedans.|action
Rire général.|delivery
Il sort.|exit
À part.|aparte
Haut.|delivery
Posément.|delivery
À part.|aparte
À part.|aparte
Ariste le regarde encore.|action
À part.|aparte
Ariste se lève et va le prendre au collet.|action
D'un air de confiance.|delivery
Elle regarde Marton d'un air courroucé.|delivery
À Madame Argante.|toward
Elle pleure.|delivery
Il lui baise la main à plusieurs reprises.|interaction
À Angélique.|toward
À part.|aparte
Haut.|delivery
Se jetant à ses genoux.|action
À Ariste.|toward
Ariste le fait relever en lui donnant un soufflet.|action
Ils se portent quelques bottes.|aggression
Toujours en s'avancant.|movement
Apercevant leurs épées nues.|action
Après avoir regardé de tous cotés.|action
En riant.|delivery
Ariste sort.|exit
Croyant être seule.|aparte
Posément.|delivery
Apercevant Jean.|action
À part.|aparte
Haut.|delivery
À part.|aparte
Haut.|delivery
Après une petite pause, qu'elle emploie à regarder Monsieur Argante, qui s'attendrit par degrés.|delivery
Haut.|delivery
Après avoir lu.|action
Jean reçoit le portefeuille.|object
Ariste le regarde d'un air de colère.|action
À Angélique et Valère.|toward
Elle sort.|exit
[Haut.]|delivery
Il lit.|action
CHANSON.|music
Elle dit haut.|delivery
Elle dit bas.|delivery
Elle dit haut.|delivery
[À part.]|aparte
Puis il dit à Félicie, à côté de laquelle est Diane qu'il regarde.|action
[À Thersandre.]|toward
Ils sortent.|exit
Il sort.|exit
À Perside.|toward
À Zénobie.|toward
À Rhadamiste.|toward
À Tiridate.|toward
À Tiridate.|toward
À Rhadamiste.|toward
Il sort.|exit
À Médoine.|toward
À Pharasmane.|toward
Au Capitaine de ses Gardes.|toward
À ses fils.|toward
Ce demi vers au Capitaine des Gardes.|toward
À Vologèse.|toward
À Arsace.|toward
Air : J'ai pris goût à la république.|music
À part.|aparte
Ils se placent.|setting
Il tombe à ses pieds.|action
Air : L'Ermite du hameau voisin.|music
Air : Pégase est un cheval qui porte.|music
Il sort avec Laforest.|exit
Air : Mon galoubet.|toward
Air : Faut l'oublier.|music
Air : Je mentirai toute ma vie.|music
Ils s'embrassent.|interaction
Air : Le Magistrat irréprochable.|music
Ils se serrent la main.|interaction
Air : Vaudeville de Jean Monnet.|music
Air : V'là c'que c'est que l'exactitude.|music
Air : Souvenez-vous en.|music
Bis.|music
Il feuillette ses dessins.|action
Air : À l'âge heureux de quatorze ans.|music
Air : J'ai vu partout dans mes voyages.|music
Air : Bouton de rose.|music
Même air.|music
Air : Depuis longtemps j'aimais Adèle.|music
Bis.|music
Elle sort.|exit
Air : Sur des fleurs fraîchement écloses.|music
Bis.|music
Il sort.|exit
Air : Car ça ferait de la peine à maman.|music
Elle sort.|exit
Air : De la prison de Pélagie,|music
Air : Ce que j'éprouve en vous voyant.|music
Bis.|music
Air : C'est à mon maître en l'art de plaire.|music
Air : Dis-moi donc, mon cher Hypolite.|music
Bis.|music
Bis.|music
Il lui prend la main.|object
Air : Puisque nous avons les rayons.|music
Air : Les cancans.|music
Achevant l'air.|delivery
Air de Marianne.|music
Air : Prenons d'abord l'air bien méchant.|music
Bis.|music
Bis.|music
Air : Via c' que c'est qu' l'exactitude.|music
Le Théâtre représente un salon.|setting
Avançant en scène.|setting
Il sort.|exit
À part.|aparte
Haut.|delivery
Il tire avec peine un paquet de sa poche.|object
Il sort.|exit
Il lui donne le paquet ouvert.|object
Julie ouvre la lettre. Son père et Molière l'observent.|action
Elle lit.|action
À son père.|toward
Avec moins d'élan.|delivery
Elle lit.|action
Elle passe entre Dalbans et Molière.|movement
Montrant l'écrin.|action
Il lui remet une bourse.|object
Les gardes se retirent.|exit
Elle sort.|exit
À Tamerlan.|toward
À Andronic.|toward
