description|labelDraCor
Finette sort.|exit
À part.|aparte
À part.|aparte
Haut.|loud
Haut.|loud
Haut.|loud
À part.|aparte
À part.|aparte
Haut.|loud
Haut.|loud
Haut, avec l'accent anglais.|loud
À Sophie.|toward
À Damis.|toward
Elle sort avec Finette.|exit
Il va au fond du théâtre.|location
Il se jette aux pieds de Sophie.|kneel
À Damis.|toward
Haut.|loud
Le théâtre représente un salon mal meublé, et dont les murs sont presque nus, avec des restes de dorures.|decor
À Jarvis.|toward
À Henriette.|toward
À Stukéli.|toward
À part.|toward
Il sort.|exit
Tomi baise la main de sa mère, et sort avec Henriette.|kiss
Elle s'assied et Stukéli aussi.|sit
À part.|aparte
À Stukéli.|toward
Elle sort.|exit
Il sort.|exit
La scène est dans une place publique près de la maison de Béverlei.|decor
Jarvis s'éloigne.|away
À part.|aparte
Il s'en va.|exit
Il le baise.|kiss
À Tomi.|toward
À Madame Béverlei.|toward
À Leuson.|toward
À part.|aparte
À Madame Béverlei.|toward
À part.|aparte
À Stukéli.|toward
Elle rentre chez elle.|exit
Il s'en va.|exit
Tirant un portefeuille de sa poche.|get
Il tire son portefeuille.|get
Il tire son épée.|threat
Il s'éloigne.|away
Voyant l'épée nue.|watch
À part.|aparte
À Béverlei.|toward
À Jarvis.|toward
Apercevant dans l'éloignement Ladame Béverlei sans lareconnaître.|watch
Au Sergent.|toward
À Jarvis.|toward
À madame Béverlei.|toward
Il sort.|exit
Il prend le verre.|get
Il boit.|drink
Apercevant son fils.|watch
Il jette le poignard.|throw
À Tomi.|toward
À Béverlei.|toward
À part.|aparte
Jarvis sort.|exit
Tomi tombe aux genoux de Béverlei.|kneel
À Madame Béverlei.|toward
À Blanche.|toward
À part.|aparte
À Guiscard.|toward
À part.|aparte
À part.|aparte
À Siffrédi.|toward
À part.|aparte
Il sort.|exit
À Siffrédi.|toward
À part.|aparte
À Siffrédi.|toward
Il se jette aux pieds de Guiscard.|kneel
Il sort avec Rodolphe.|exit
Il embrasse Osmont.|kiss
La scène est à Belmont.|location
Il sort.|exit
À part.|aparte
À Laure.|toward
À part.|aparte
À part.|aparte
À part.|aparte
À Laure.|toward
À part.|aparte
Prenant la lettre.|get
Elle lit.|read
Elle continue de lire.|read
Relisant.|read
À part.|aparte
À Laure.|toward
À part.|aparte
À part.|aparte
Voulant lui prendre la main.|touch
À part.|aparte
Il lui prend la main.|touch
À Siffrédi.|toward
Elle sort avec Laure.|exit
À Osmont.|toward
Il sort.|exit
À Osmont.|toward
Il sort.|exit
Il sort.|exit
Laure s'éloigne.|away
Elle se lève.|stand
Tirant son épée.|threat
Il retombe.|fall
À Siffrédi.|toward
À part.|aparte
Ils sortent chacun d'un appartement opposé.|entrance
À part.|aparte
Elle sort.|exit
Au marquis.|toward
À Madame Durval.|toward
Elle prend sa fille à part.|pull
Julie regarde le marquis, lève les yeux au ciel, et s'en va.|watch
Agathe sort.|exit
Elle sonne.|ring
À la Marquise.|toward
À Julie.|toward
À Durval.|toward
Dorante s'éloigne un peu.|away
Haut.|loud
À Dorante.|toward
À Cidalise.|toward
À Dorante.|toward
Dorante, se jetant de nouveau à ses pieds.|kneel
Il sort.|exit
Apercevant Monsieur Dumont.|watch
Il tire sa montre.|get
Monsieur Dumont sort.|exit
À deux de ses laquais.|toward
Au troisième laquais.|toward
Les trois laquais sortent.|exit
À part.|aparte
Elle sort.|exit
À Géronte.|toward
À part.|aparte
À Julie.|toward
À Finette, en se levant de sa toilette.|toward
Elle sort, avec Finette et son autre femme.|exit
À part.|aparte
Elle met son masque.|dress
Au marquis.|toward
À Dorante.|toward
Il sort.|exit
À Julie et à Dorante.|toward
Au public.|toward
Sunnon sort.|exit
À part.|aparte
À Noricus.|toward
À part.|aparte
À part.|aparte
Aux chefs de l'armée et aux soldats.|toward
Aux chefs de l'armée et aux soldats.|toward
Découvrant sa poitrine.|show
Aux chefs de l'armée.|toward
Les chefs de l'armée se relèvent.|stand
Aux soldats.|toward
À Albin.|toward
À part.|aparte
Albin sort.|exit
À part.|aparte
À part.|aparte
À part.|aparte
À Messala.|toward
Messala sort.|exit
Elle sort.|exit
Lui présentant sa main.|touch
L'embrassant.|kiss
Noricus, Sunnon et les chefs de l'armée sortent.|exit
À Crassus.|toward
À Crassus.|toward
À Noricus.|toward
Aux chefs.|toward
À Albin.|toward
Il sort.|exit
Il sort avec Albin.|exit
À Émilie.|toward
À part.|aparte
À part.|aparte
À Spartacus.|toward
À part.|aparte
À Spartacus.|toward
À Spartacus.|toward
Japhet et Foucaral s'en vont.|exit
Il voit Don Alfonce qui rit.|watch
Le Bailli lit l'inscription.|read
LETTRE.|title
Ils s'en vont.|exit
Foucaral revient sur le Théâtre.|back
On tire un coup d'Arquebuse contre son oreille.|fight
Le Commandeur revient.|back
Le Harangueur passe au travers du théâtre.|walk
CHANSON, sur le chant de "Las qui hâtera le temps".|title
Alfonce et Marc Antoine les frappent chacun le sien.|hit
Don Alfonce s'en va.|exit
Léonore entre.|entrance
On lui corne aux oreilles avec une trompe de postillon.|noise
On frappe à la porte.|knock
LETTRE,|title
Il s'en va.|exit
Il s'en va.|exit
Ils se battent.|fight
Il tombe.|fall
Il s'en va.|exit
Béatrix, elle s'en va.|exit
LETTRE.|title
Elle introduit le Comte.|entrance
À part.|aparte
Don Félix sort.|exit
Don Pedre sort.|exit
Le Prévôt s'en va.|exit
Elle parle bas.|low
Le Prévôt s'en va.|exit
Il sort.|exit
Il sort.|exit
Elle sort.|exit
Elle rentre.|entrance
Marine s'en va.|exit
Léonore entre.|entrance
Elle sort.|exit
Ils s'en vont.|exit
Fabrice sort.|exit
Il lit la Lettre.|read
Léonore sort.|exit
Elle sort.|exit
Don Sanche entre.|entrance
Elle s'en va.|exit
Tirant une clef de sa poche.|get
Don Carlos sort.|exit
Il sort.|exit
Don Louis sort.|exit
À part.|aparte
Flore entre.|entrance
Don Louis entre.|entrance
Flore sort.|exit
Elle s'en va.|exit
Don Sanche et Cardille entrent.|entrance
Elle sort.|exit
À part.|aparte
On ferme la porte à Don Sanche, comme il est prêt d'entrer.|close
Il veut rompre la porte.|knock
Hélène sort.|exit
Constance s'en va.|exit
LETTRE.|title
Il s'en va.|exit
Sulpice paraît.|entrance
Constance s'en va.|exit
Alcandre sort.|exit
Elle se porte un mouchoir au visage.|cry
Alcandre et Isabelle parlent bas.|low
Sabine entre.|entrance
Isabelle sort.|exit
Elle s'en va.|exit
Licaste sort.|exit
CHANSON.|title
Licaste et l'Infante sortent.|exit
Sulpice paraît.|entrance
LETTRE.|title
Elle s'enfuit dans son Cabinet.|exit
Elle s'en va.|exit
Ils s'arment en marchant.|fight
SÉRÉNADE.|title
Don Diègue va charger Don Juan, et se retire en son poste.|fight
Roquespine va charger Filipin, et se retire en son poste.|fight
L'épée de Don Juan se choque avec celle de Don Pedro de Buffalos.|fight
Il prend à part Don Diègue.|toward
Il s'en va.|exit
Il sort de l'Alcôve.|entrance
Elle s'en va.|exit
Lucie paraît sur le théâtre, menée par un homme, et suivie de Béatrix.|entrance
Il sort de sa maison avec ses filles.|exit
Parlant à Don Diègue.|toward
Lucie seule.|alone
Haussant la voix.|shout
LETTRE.|title
Don Diègue, Don Félix, et Hélène, paraissent sur le théâtre.|entrance
Parlant à Don Félix.|toward
Il redit les vers qui sont au commencement.|repeat
CARTEL.|title
LETTRE.|title
Alphonse entre.|exit
Don Gaspard paraît.|entrance
Haussant la voix.|shout
À Étienne.|toward
À Don Juan.|toward
Tirant son épée.|threat
À Don Juan.|toward
Haut.|loud
Il joint Étienne qui féraille en reculant et se sauve.|exit
Il se retire.|exit
Don Juan met l'épée à la main, cherche Don Louis, rencontre l'épée nue de Jodelet, qui tombe à terre d'effroi, couché sur le dos, et pare de bas en haut les bottes que pousse son maître.|fight
Il sort.|exit
Elle sort.|exit
Béatrix sort.|exit
Isabelle rit.|laugh
Il rit.|laugh
Lui montrant un portrait.|show
Regardant le portrait.|watch
Lui rendant le portrait.|give
À Isabelle.|toward
Isabelle sort.|exit
Il la fait relever.|stand
Lucrèce lève son voile.|show
Lucrèce et Béatrix sortent.|exit
LETTRE.|title
Elle sort.|exit
Haussant la voix.|loud
À Isabelle.|toward
À Don Juan.|toward
Haut.|loud
À Don Juan.|toward
À Don Louis.|toward
Il sortent tous, excepté Don Juan.|exit
À Étienne.|toward
Il sort.|exit
Béatrix fait entrer Don Louis dans la chambre d'Isabelle.|entrance
Haut.|loud
À Béatrix.|toward
À Jodelet.|toward
À part.|aparte
Haut.|loud
À part.|aparte
À Don Juan.|toward
À Isabelle.|toward
À Don Juan.|toward
Il fait sortir Béatrix.|exit
Il lui donne des coups de pieds et de poing.|hit
Apercevant Isabelle.|watch
À Don Juan.|toward
loud.|loud
À Isabelle.|toward
À part.|aparte
Il sort.|exit
Haut.|loud
Il sort.|exit
Elle sort.|exit
Elle sort.|exit
À Lucrèce, la prenant pour Isabelle.|toward
Haut.|loud
Lucrèce veut sortir.|exit
On entend frapper à la porte.|knock
Elle va pour ouvrir le porte.|open
À Don Louis.|toward
À Don Juan.|toward
À Don Fernand.|toward
À Don Louis.|toward
Lucrèce sort et Isabelle se cache.|exit
Béatrix se débarrasse de Jodelet, et se sauve.|exit
Isabelle sort.|exit
Don Fernand menace Jodelet, qui sort.|exit
Il sort.|exit
Le théâtre représente une chambre à coucher, dans laquelle il y a une alcôve.|decor
Elle sortent.|exit
Il met l'épée à la main.|action
Haut.|loud
Haut.|loud
À Don Juan.|toward
À Don Louis.|toward
À part.|aparte
Appelant.|call
À Don Juan et Don Louis.|toward
À part.|aparte
Il s'enfuit.|escape
LETTRE.|title
LETTRE.|title
À part.|aparte
Il sort.|exit
Il sort.|exit
Elle s'enfuit.|escape
Il sort.|exit
Elle sort|exit
Il sort.|exit
Il sort.|exit
Il sort.|exit
Blanche sort.|exit
À part.|aparte
Elle sort.|exit
Don Cosme et Blanche sortent.|exit
Ordugno s'en va.|exit
À part.|aparte
Il sort.|exit
Blanche paraît.|entrance
Elle s'en va.|exit
Il sort.|exit
Don Cosme lit.|read
Il saute.|jump
En s'adressant à Blanche.|toward
LETTRE.|title
Fin de la lettre.|title
Il sort.|exit
Il sort.|exit
Elle sort.|exit
Amintas s'endort.|sleep
Alcionne sort.|exit
La cellule de Fra-Ambrosio. - Au fond, son confessionnal. - Sur une table, un chapelet, des papiers, des livres de piété.|location
Entre Girolamo.|entrance
Repoussant ses livres.|push
Girolamo lui présente plusieurs lettres puis va et vient dans l'appartement en préparant ce qu'il faut pour la toilette de son maître.|show
Lisant.|read
S'interrompant.|interrupt
À Girolamo.|toward
Ouvrant une autre lettre.|open
Reprenant la lettre qu'il achève.|get
On entend de nouveau sonner les cloches.|noise
À Girolamo.|toward
Il sort.|exit
Se relevant.|stand
Se mettant à genoux.|kneel
Entre Fra-Ambrosiod'un air agité, et en désordre.|entrance
Se jetant sur un fautenil.|sit
Levant les yeux et apercevant Girolamo devant lui.|watch
Montrant le confessionnal.|show
Il se met dans le confessionnal ; Girolamo va ouvrir la porte à droite ; entre Loretta couverte d'un voile. Elle s'approche, du confessionnal, s'agenouille et commence sa prière. Girolamo est sorti.|narration
Loretta fait le signe de la croix, baisse son voile, se lève et sort.|pray
Recommençant à se promener.|walk
Regardant la figure de la madone.|watch
Entre Girolamo.|entrance
Il sort.|exit
Montrant la lettre.|show
Il sort.|exit
À part.|aparte
Tendant la main à Girolamo et à Barnabé.|touch
Se jetant dans un fauteuil.|sit
Apercevant Loretta qui le regarde.|watch
Loretta se met à genoux dans un coin de l'appartement, et prie. Ambrosio, de l'autre côté, assis, et tenant sa tête appuyée sur sa main.|kneel
Se levant.|stand
Le cabinet du premier médecin de Paris. Le Docteur, que Guillaume,son valet de chambre, achève d'habiller. Ernest, près d'une table et travaillant.|decor
Haut.|loud
Se parlant à lui-même.|toward
Haut.|loud
Il les lui donne.|give
Ouvrant des lettres.|open
Ouvrant d'autres lettres.|open
En ouvrant une autre.|open
Ouvrant une autre lettre.|open
À Guillaume qui entre.|toward
À part.|aparte
Se promenant à grands pas.|walk
Avec colère.|anger
Après un instant de silence.|silence
D'un air d'importance.|serious
Gravement.|serious
Ils sortent tous les deux.|exit
Le boudoir de la Marquise.|location
Regardant la lettre.|watch
Après un moment de silence.|silence
À part.|aparte
Haut.|loud
Levant les yeux.|watch
À part.|aparte
Lui tendant la main avec grâce.|touch
À part.|aparte
À la couturière qui l'habille.|toward
À Julie.|toward
Regardant la robe devant la glace.|watch
Au marquis.|toward
À la couturière.|toward
Aux deux femmes.|toward
Julie et la couturière sortent.|exit
Se retenant.|get
Allant à lui.|closer
À Ernest.|toward
À la Baronne.|toward
Au docteur.|toward
Entre le marquis.|entrance
À Ernest.|toward
Au docteur.|toward
À son mari.|toward
Revenant prés de son bureau.|back
Décachetant d'autres lettres qu'il tient à la main.|watch
Décachetant d'autres lettres.|open
Il sort.|exit
Continuant de parcourir le registre.|read
Lisant.|read
Parcourant la fin du registre.|read
Marchant rapidement dans l'appartement.|walk
Se rasseyant.|sit
Le rappelant.|call
Chomprè sort.|exit
Avec volubilité.|loud
Ayant l'air de chercher.|search
Elle sort.|exit
Recommençant de se promener vivement.|walk
Il sort.|exit
Haut.|loud
À demi voix.|low
Haut.|loud
Appelant.|call
Chompré paraît.|entrance
Regardant le bureau.|watch
Il sort.|exit
Il sort.|exit
Après un instant de silence.|silence
Rentre Henriette avec un air effrayé et mystérieux.|entrance
Regardant du coté opposé.|watch
S'échauffant et se donnant du courage.|nervous
Lebel parait.|entrance
Il regarde la pendule.|watch
Sérieusement.|serious
D'un air sévère.|serious
La physionomie du roi s'éclaircit.|quiet
Continuant.|read
Achevant de lire tout bas.|read
Les larmes aux yeux.|cry
Haut.|loud
Se mettant sur son séant.|sit
Lisant.|read
Regardant la signature.|watch
Riant.|laugh
À la Comtesse.|toward
On a servi le déjeuner.|decor
Buvant.|drink
Ils mangent tous deux.|eat
À un Major qui entre.|toward
À Mouravieff.|toward
À la Comtesse.|toward
À Mouravieff.|toward
Haut.|loud
S'asseyant.|sit
Déchirant l'arrêt.|tear
Haut.|loud
Elle sort.|exit
Ramassant les papiers épars sur la table et se promenant d'un air agité.|get
Levant la tête.|stand
Il lève les yeux et voit Mouravieff qui est entré sans qu'il l'ait entendu, et qui est debout immobile auprès de lui.|open
Haut.|loud
Se levant.|stand
Il se promène en long et en large sur la grande route.|walk
Parlant à son cheval.|toward
L'aidant à descendre.|help
Apercevant la Madone qui est au bord de la route.|watch
À son cheval.|toward
Ôtant son chapeau.|dress
À l'autre postillon qui met ses bottes.|toward
À demi-voix.|low
À Mathilde.|toward
Appelant un autre postillon.|call
Montrant deux pièces de cinq francs.|show
Faisant claquer son fouet.|hit
Appelant.|call
Grand moment de silence.|silence
À part.|aparte
À Mathilde.|toward
À part.|aparte
Haut.|loud
S'adressant au second postillon.|toward
Au postillon.|toward
